area_fips	annual_avg_estabs	annual_avg_emplvl	total_annual_wages
48217	747	9631	372353515	
48219	636	9561	425557858	
48221	1379	15723	634067718	
48223	848	12730	469415281	
48225	702	6972	318611530	
48227	942	12527	575877501	
48229	88	1182	65819493	
48231	1440	29119	1470765054	
48233	520	8819	542786539	
48235	91	983	63238546	
48237	251	3063	145151561	
48239	418	5578	230876315	
48241	641	9931	379698667	
48243	82	953	29930209	
48245	5876	122507	6767916397	
48247	139	1664	65339268	
48249	936	15971	622310890	
48251	3031	44756	1809149622	
48253	361	3038	111786576	
48255	386	5572	281951293	
48257	1918	30076	1199813502	
48259	1396	14706	693691645	
48261	37	479	25519265	
48263	40	271	10274684	
48265	1474	17740	719053270	
48267	184	1322	43453316	
48269	21	84	3257667	
48271	74	775	34179672	
48273	654	12134	433740313	
48275	153	1170	47649465	
48277	1197	20937	862084912	
48279	464	3868	143138098	
48281	428	4471	147394531	
48283	182	2981	174934928	
48285	516	5553	202216820	
48287	441	6827	322479970	
48289	407	5039	236250459	
48291	1156	16510	665734285	
48293	399	7634	296322163	
48295	122	1272	53514860	
48297	318	3679	185339659	
48299	529	4624	159670572	
48301	12	74	2881633	
48303	7492	137296	5647910325	
48305	213	1431	55561774	
48307	279	2836	103694312	
48309	5161	110666	4782693713	
48311	82	585	30645998	
48313	304	4765	168157028	
48315	166	1965	62610283	
48317	207	1945	94963767	
48319	167	1079	32453262	
48321	831	10782	550293233	
48323	888	17741	563075564	
48325	827	9302	321521801	
48327	84	404	10660074	
48329	5443	83625	5357482801	
48331	467	5817	255872951	
48333	149	1284	41357189	
48335	194	2129	86581616	
48337	505	4697	175280728	
48339	10873	168572	8823879824	
48341	541	10847	479911497	
48343	232	3571	143418057	
48345	69	340	9004243	
48347	1386	22486	812241411	
48349	982	16317	576307378	
48351	137	1358	42339237	
48353	422	5985	243103801	
48355	8295	161769	7338876250	
48357	402	4465	214300209	
48359	103	1104	50837850	
48361	1407	22238	1081838218	
48363	706	8419	339819290	
48365	530	8181	351325689	
48367	2595	31365	1299975967	
48369	337	5747	221852566	
48371	424	5684	243958753	
48373	795	10949	405936847	
48375	3997	79111	3369766870	
48377	178	2180	84543054	
48379	201	1826	54550484	
48381	2386	30104	1238213017	
48383	164	1717	85629054	
48385	106	736	18736980	
48387	238	2583	81402710	
48389	318	4455	182855366	
48391	211	2200	83912857	
48393	43	267	10636647	
48395	354	3961	169148986	
48397	2293	28143	1136529296	
48399	284	2862	96275886	
48401	862	13300	584007628	
48403	193	2209	77862740	
48405	149	1590	58466163	
48407	237	2065	68523511	
48409	1144	19222	889788342	
48411	224	1782	63203656	
48413	96	798	32901779	
48415	470	7093	342640191	
48417	169	1286	57075645	
48419	576	8240	297803509	
48421	131	1029	41670186	
48423	6098	102335	4424684229	
48425	221	3826	226247248	
48427	610	15381	454182479	
48429	315	3126	112123395	
48431	102	588	24481902	
48433	85	500	17386196	
48435	192	1884	111211697	
48437	216	1951	66184253	
48439	41980	855756	44816987864	
48441	3644	60275	2344370290	
48443	50	288	11970347	
48445	416	3866	157550609	
48447	76	488	16402346	
48449	722	15592	563706877	
48451	2962	46911	1861049598	
48453	38979	705811	43169140413	
48455	214	2340	78304302	
48457	310	3864	133851281	
48459	551	6631	237179132	
48461	109	1533	92526259	
48463	734	10067	327248849	
48465	906	17363	625107294	
48467	952	10645	354679140	
48469	2516	39247	1700487372	
48471	1076	24668	949408398	
48473	821	15980	686004186	
48475	352	4335	224802436	
48477	943	14758	551379725	
48479	5282	98546	3421188552	
48481	1150	15409	556368314	
48483	236	2094	78035316	
48485	3202	53305	2058725350	
48487	347	5967	216097186	
48489	313	3510	116106197	
48491	10056	158526	8149081361	
48493	711	7670	268603534	
48495	199	2468	133320077	
48497	1346	19242	825143461	
48499	861	9858	350646744	
48501	292	3740	197665449	
48503	638	6844	272981709	
48505	192	3266	143992876	
48507	182	2631	80506422	
48999	27427	253593	20817321310	
